,article,category
2531,London_Underground,['subject.Design_and_Technology.Railway_transport']
2532,London_Zoo,['subject.Geography.Geography_of_Great_Britain']
2533,London_sewerage_system,['subject.Design_and_Technology.Engineering']
2534,Lone_Wolf_(gamebooks),['subject.Everyday_life.Computer_and_Video_games']
2535,Long-billed_Vulture,['subject.Science.Biology.Birds']
2536,Long-tailed_Tit,['subject.Science.Biology.Birds']
2537,Long_pepper,"['subject.Everyday_life.Food_and_agriculture', 'subject.Science.Biology.Plants']"
2538,Longship,"['subject.Design_and_Technology.Air_and_Sea_transport', 'subject.History.British_History.British_History_1500_and_before_including_Roman_Britain']"
2539,Looney_Tunes,['subject.Everyday_life.Cartoons']
2540,Lope_de_Barrientos,['subject.People.Religious_figures_and_leaders']
2541,Lord's_Resistance_Army,['subject.Citizenship.Conflict_and_Peace']
2542,Lord_Voldemort,['subject.Everyday_life.Films']
2543,"Los_Angeles,_California",['subject.Geography.North_American_Geography']
2544,Lost_(TV_series),['subject.Everyday_life.Television']
2545,Lothal,['subject.History.Ancient_History_Classical_History_and_Mythology']
2546,Lottie_Dod,['subject.People.Sports_and_games_people']
2547,Louis_Armstrong,['subject.People.Performers_and_composers']
2548,Louis_Freeh,['subject.People.Political_People']
2549,Louis_Jordan,['subject.People.Performers_and_composers']
2550,Louis_Pasteur,['subject.People.Human_Scientists']
2551,Louis_XIV_of_France,['subject.People.Historical_figures']
2552,"Louisville,_Kentucky",['subject.Geography.North_American_Geography']
2553,Lovage,['subject.Science.Biology.Plants']
2554,Love,['subject.Everyday_life.Everyday_life']
2555,"Lucy,_Lady_Duff-Gordon",['subject.People.Artists']
2556,Ludwig_Wittgenstein,['subject.People.Philosophers']
2557,Ludwig_van_Beethoven,['subject.People.Performers_and_composers']
2558,Luftwaffe,['subject.History.World_War_II']
2559,Luminiferous_aether,['subject.Science.Physics.Space_Astronomy']
2560,Lunar_eclipse,['subject.Science.Physics.Space_Astronomy']
2561,Lung_cancer,['subject.Science.Biology.Health_and_medicine']
2562,Lusaka,['subject.Geography.African_Geography']
2563,Lutetium,['subject.Science.Chemistry.Chemical_elements']
2564,Luxembourg,"['subject.Countries', 'subject.Geography.European_Geography.European_Countries']"
2565,Luxembourg_(city),['subject.Geography.European_Geography']
2566,Lyme_disease,['subject.Science.Biology.Health_and_medicine']
2567,Lyndon_B._Johnson,['subject.People.USA_Presidents']
2568,Lynton_and_Barnstaple_Railway,['subject.Design_and_Technology.Railway_transport']
2569,Lyon,['subject.Geography.European_Geography']
2570,M*A*S*H_(TV_series),['subject.Everyday_life.Television']
2571,M-10001,['subject.Design_and_Technology.Railway_transport']
2572,M-10003-6,['subject.Design_and_Technology.Railway_transport']
2573,M1_motorway,"['subject.Geography.Geography_of_Great_Britain', 'subject.Design_and_Technology.Road_transport']"
2574,M25_motorway,"['subject.Geography.Geography_of_Great_Britain', 'subject.Design_and_Technology.Road_transport']"
2575,M6_motorway,"['subject.Geography.Geography_of_Great_Britain', 'subject.Design_and_Technology.Road_transport']"
2576,MINI_(BMW),['subject.Design_and_Technology.Road_transport']
2577,Macau,['subject.Geography.Geography_of_Asia']
2578,Macbeth,['subject.Language_and_literature.Theatre']
2579,Macbeth_of_Scotland,['subject.People.Monarchs_of_Great_Britain']
2580,Macedon,"['subject.History.Ancient_History_Classical_History_and_Mythology', 'subject.Geography.European_Geography']"
2581,Machu_Picchu,"['subject.History.Ancient_History_Classical_History_and_Mythology', 'subject.Geography.Central_and_South_American_Geography']"
2582,Macintosh,['subject.IT.Computing_hardware_and_infrastructure']
2583,Mackenzie_River,['subject.Geography.North_American_Geography']
2584,Madagascar,"['subject.Geography.African_Geography.African_Countries', 'subject.Countries']"
2585,Madama_Butterfly,['subject.Language_and_literature.Poetry_and_Opera']
2586,Madrid,['subject.Geography.European_Geography']
2587,Magdalena_Abakanowicz,['subject.Art.Artists']
2588,Magellanic_Penguin,['subject.Science.Biology.Birds']
2589,Maghreb,"['subject.Geography.African_Geography', 'subject.Geography.Geography_of_the_Middle_East']"
2590,Magic__The_Gathering,['subject.Everyday_life.Games']
2591,Maglev_train,['subject.Design_and_Technology.Railway_transport']
2592,Magma,['subject.Geography.Geology_and_geophysics']
2593,Magna_Carta,['subject.History.British_History.British_History_1500_and_before_including_Roman_Britain']
2594,Magnesium,['subject.Science.Chemistry.Chemical_elements']
2595,Magnet,['subject.Science.Physics.Electricity_and_Electronics']
2596,Magnetism,['subject.Science.Physics.Electricity_and_Electronics']
2597,Magpie,['subject.Science.Biology.Birds']
2598,Mahabharata,['subject.History.Ancient_History_Classical_History_and_Mythology']
2599,Mahatma_Gandhi,['subject.People.Political_People']
2600,Mahjong,['subject.Everyday_life.Games']
2601,Mahmoud_Abbas,['subject.People.Political_People']
2602,Maiasaura,['subject.Science.Biology.Dinosaurs']
2603,Maize,['subject.Science.Biology.Plants']
2604,Makuria,['subject.History.General_history']
2605,Malaria,['subject.Science.Biology.Health_and_medicine']
2606,Malaspina_Glacier,['subject.Geography.North_American_Geography']
2607,Malawi,"['subject.Geography.African_Geography.African_Countries', 'subject.Countries']"
2608,Malaysia,"['subject.Geography.Geography_of_Asia.Asian_Countries', 'subject.Countries']"
2609,Malcolm_III_of_Scotland,['subject.History.British_History.British_History_1500_and_before_including_Roman_Britain']
2610,Malcolm_II_of_Scotland,['subject.History.British_History.British_History_1500_and_before_including_Roman_Britain']
2611,Malcolm_X,['subject.People.Religious_figures_and_leaders']
2612,Maldives,"['subject.Geography.Geography_of_Asia.Asian_Countries', 'subject.Countries']"
2613,Mali,"['subject.Geography.African_Geography.African_Countries', 'subject.Countries']"
2614,Mallard,['subject.Science.Biology.Birds']
2615,Malta,"['subject.Countries', 'subject.Geography.European_Geography.European_Countries']"
2616,Malwa_(Madhya_Pradesh),['subject.Geography.Geography_of_Asia']
2617,Mamenchisaurus,['subject.Science.Biology.Dinosaurs']
2618,Mammal,['subject.Science.Biology.Mammals']
2619,Mammoth,['subject.Science.Biology.Dinosaurs']
2620,Mammoth_Cave_National_Park,['subject.Geography.North_American_Geography']
2621,Mancala,['subject.Everyday_life.Games']
2622,Manchester,['subject.Geography.Geography_of_Great_Britain']
2623,Manchester_United_F.C.,['subject.Everyday_life.Sports_teams']
2624,Mandan,['subject.Geography.Peoples']
2625,Manganese,['subject.Science.Chemistry.Chemical_elements']
2626,Mango,"['subject.Everyday_life.Food_and_agriculture', 'subject.Science.Biology.Plants']"
2627,Manifest_Destiny,['subject.History.North_American_History']
2628,Manifold,['subject.Mathematics']
2629,Manila,['subject.Geography.Geography_of_Asia']
2630,Manorialism,['subject.History.British_History.British_History_1500_and_before_including_Roman_Britain']
2631,Manuel_I_Komnenos,['subject.People.Historical_figures']
2632,Manufacturing,['subject.Business_Studies.Business']
2633,Mao_Zedong,['subject.People.Political_People']
2634,Map_projection,['subject.Geography.General_Geography']
2635,Maputo,['subject.Geography.African_Geography']
2636,Marc_Pugh,['subject.People.Sports_and_games_people']
2637,Marcel_Lefebvre,['subject.People.Religious_figures_and_leaders']
2638,Marcel_Proust,['subject.People.Writers_and_critics']
2639,Marco_Polo,['subject.People.Geographers_and_explorers']
2640,Marcus_Allen,['subject.People.Sports_and_games_people']
2641,Margaret_Sanger,['subject.People.Political_People']
2642,Margaret_Thatcher,['subject.People.Political_People']
2643,Margate,['subject.Geography.Geography_of_Great_Britain']
2644,Margin_of_error,['subject.Mathematics']
2645,Marginated_Tortoise,['subject.Science.Biology.Insects_Reptiles_and_Fish']
2646,Marie_Curie,['subject.People.Chemists']
2647,Mario,['subject.Everyday_life.Computer_and_Video_games']
2648,Marjoram,"['subject.Everyday_life.Food_and_agriculture', 'subject.Science.Biology.Plants']"
2649,Mark_Antony,['subject.People.Historical_figures']
2650,Mark_Twain,['subject.People.Writers_and_critics']
2651,Mark_Twain_House,['subject.Design_and_Technology.Architecture']
2652,Mark_Webber,['subject.People.Sports_and_games_people']
2653,Market,['subject.Business_Studies.Business']
2654,Markup_language,['subject.IT.Computer_Programming']
2655,Mars,['subject.Science.Physics.The_Planets']
2656,Mars_Exploration_Rover,['subject.Science.Physics.Space_transport']
2657,Mars_Reconnaissance_Orbiter,['subject.Science.Physics.Space_transport']
2658,Marseille,['subject.Geography.European_Geography']
2659,Marshall_Islands,['subject.Geography.Geography_of_Oceania_Australasia']
2660,Marshall_Plan,"['subject.History.Recent_History', 'subject.History.World_War_II']"
2661,Martello_tower,['subject.History.British_History.British_History_17501900']
2662,Martin_Luther,['subject.People.Religious_figures_and_leaders']
2663,"Martin_Luther_King,_Jr.",['subject.People.Political_People']
2664,Martin_Van_Buren,['subject.People.USA_Presidents']
2665,Martina_Navratilova,['subject.People.Sports_and_games_people']
2666,Martinique,"['subject.Geography.Central_and_South_American_Geography.Central_and_South_American_Countries', 'subject.Countries']"
2667,Marvin_Gaye,['subject.People.Performers_and_composers']
2668,Marxism,['subject.Citizenship.Politics_and_government']
2669,Mary_II_of_England,"['subject.History.British_History.British_History_15001750', 'subject.People.Monarchs_of_Great_Britain']"
2670,Mary_I_of_England,"['subject.History.British_History.British_History_15001750', 'subject.People.Monarchs_of_Great_Britain']"
2671,Mary_I_of_Scotland,"['subject.History.British_History.British_History_15001750', 'subject.People.Monarchs_of_Great_Britain']"
2672,Mary_Kingsley,['subject.People.Writers_and_critics']
2673,Mary_Seacole,['subject.History.British_History.British_History_17501900']
2674,Mary_Somerville,['subject.People.Writers_and_critics']
2675,Maseru,['subject.Geography.African_Geography']
2676,Mass_Rapid_Transit_(Singapore),['subject.Design_and_Technology.Railway_transport']
2677,Mass_media,"['subject.Citizenship.Media', 'subject.Everyday_life.Television']"
2678,Massospondylus,['subject.Science.Biology.Dinosaurs']
2679,Material_properties_of_diamond,['subject.Science.Chemistry.Chemical_compounds']
2680,Mathematical_analysis,['subject.Mathematics']
2681,Mathematics,['subject.Mathematics']
2682,Matilda_of_Boulogne,['subject.History.British_History.British_History_1500_and_before_including_Roman_Britain']
2683,Matrix_(mathematics),['subject.Mathematics']
2684,Matsuo_Bashō,['subject.People.Writers_and_critics']
2685,Matter,['subject.Science.Physics.General_Physics']
2686,Matthew_Brettingham,['subject.People.Artists']
2687,Mauna_Loa,"['subject.Geography.Geology_and_geophysics', 'subject.Geography.North_American_Geography']"
2688,Mauritania,"['subject.Geography.African_Geography.African_Countries', 'subject.Countries']"
2689,Mauritius,"['subject.Geography.African_Geography.African_Countries', 'subject.Countries']"
2690,Mausoleum_of_Maussollos,['subject.History.Ancient_History_Classical_History_and_Mythology']
2691,Mauthausen-Gusen_concentration_camp,"['subject.History.Military_History_and_War', 'subject.History.World_War_II']"
2692,Max_Planck,['subject.People.Astronomers_and_physicists']
2693,Max_Weber,['subject.People.Human_Scientists']
2694,Maxwell's_equations,['subject.Science.Physics.Electricity_and_Electronics']
2695,Maya_civilization,['subject.History.Ancient_History_Classical_History_and_Mythology']
2696,Maya_mythology,['subject.Religion.Myths']
2697,Mayotte,['subject.Geography.African_Geography.African_Countries']
2698,Mbabane,['subject.Geography.African_Geography']
2699,McFly_(band),['subject.Music.Performers_and_composers']
2700,Meander,['subject.Geography.Geology_and_geophysics']
2701,Measles,['subject.Science.Biology.Health_and_medicine']
2702,Measurement,['subject.Mathematics']
2703,Meat,['subject.Everyday_life.Food_and_agriculture']
2704,Mecca,['subject.Religion.Religious_movements_traditions_and_organizations']
2705,Mechanical_work,['subject.Science.Physics.General_Physics']
2706,Medal_of_Honor,['subject.History.Military_History_and_War']
2707,Medicine,['subject.Science.Biology.Health_and_medicine']
2708,Medieval_commune,['subject.History.British_History.British_History_1500_and_before_including_Roman_Britain']
2709,Medieval_literature,"['subject.History.British_History.British_History_1500_and_before_including_Roman_Britain', 'subject.Language_and_literature.Literature_types']"
2710,Medieval_music,"['subject.History.British_History.British_History_1500_and_before_including_Roman_Britain', 'subject.Music.Musical_genres_styles_eras_and_events']"
2711,Mediterranean_Sea,['subject.Geography.General_Geography']
2712,Mega_Man_X_(character),['subject.Everyday_life.Computer_and_Video_games']
2713,Meitnerium,['subject.Science.Chemistry.Chemical_elements']
2714,Mekong,['subject.Geography.Geography_of_Asia']
2715,Melbourne,['subject.Geography.Geography_of_Oceania_Australasia']
2716,Mendelevium,['subject.Science.Chemistry.Chemical_elements']
2717,Mendip_Hills,['subject.Geography.Geography_of_Great_Britain']
2718,Meningitis,['subject.Science.Biology.Health_and_medicine']
2719,Menstrual_cycle,['subject.Science.Biology.Evolution_and_reproduction']
2720,Mentha,['subject.Science.Biology.Plants']
2721,Menthol,['subject.Science.Chemistry.Chemical_compounds']
2722,Mercantilism,"['subject.Business_Studies.Economics', 'subject.Citizenship.Politics_and_government']"
2723,Mercia,['subject.History.British_History.British_History_1500_and_before_including_Roman_Britain']
2724,Mercury_(element),['subject.Science.Chemistry.Chemical_elements']
2725,Mercury_(planet),['subject.Science.Physics.The_Planets']
2726,Merrimack_River,['subject.Geography.North_American_Geography']
2727,Merseburg_Incantations,['subject.Language_and_literature.General_Literature']
2728,Mesopotamia,['subject.History.Ancient_History_Classical_History_and_Mythology']
2729,Mestizo,['subject.Geography.Peoples']
2730,Metal,['subject.Science.Chemistry.General_Chemistry']
2731,Metallurgy,['subject.Science.Chemistry.Materials_science']
2732,Metamorphic_rock,['subject.Geography.Geology_and_geophysics']
2733,Meteor,['subject.Science.Physics.Space_Astronomy']
2734,Meteor_shower,['subject.Science.Physics.Space_Astronomy']
2735,Meteorological_history_of_Hurricane_Katrina,['subject.Geography.Natural_Disasters']
2736,Meteorology,['subject.Geography.Climate_and_the_Weather']
2737,Metric_expansion_of_space,['subject.Science.Physics.Space_Astronomy']
2738,Mexico,"['subject.Countries', 'subject.Geography.North_American_Geography']"
2739,Mexico_City,['subject.Geography.North_American_Geography']
2740,"Miami,_Florida",['subject.Geography.North_American_Geography']
2741,Michael_Faraday,['subject.People.Chemists']
2742,Michael_Jordan,['subject.People.Sports_and_games_people']
